成功,5
失敗,1
良い,4
悪い,2
普通,3
辛い,2
軽い,4
ヤバイ,2
上手い,4
旨い,4
素晴らしい,5
不味い,2
最悪,1
最高,5
微妙,2
平凡,3
面白い,4
つまらない,2
今日,3
参加,4
